iso3,name,region,income_group,overall_centrality,nn_centrality,n_centrality,ed_centrality,ing_centrality,n_partners,n_agreements,avg_enforceable,max_enforceable,overall_rank,nn_rank,n_rank,ed_rank,ing_rank
GBR,United Kingdom,ECA,Developed,0.1773092378960591,0.18567634401552477,0.21697579236584547,0.18358125267238626,0.09382378360600623,98,94,133.0744680851064,489,1,1,1,1,60
CAN,Canada,NAM,Developed,0.16147923501877925,0.1519314221258069,0.1590748485629955,0.1673374969481103,0.03847131417955855,51,15,309.46666666666664,548,2,2,3,2,118
VNM,Vietnam,EAP,Developing,0.15356420281214125,0.14364484989265303,0.12631576465476593,0.14522260248052754,0.17715074586275728,83,16,198.6875,545,3,3,10,5,1
JPN,Japan,EAP,Developed,0.14852732777663336,0.139332124868081,0.06867648330074864,0.15275063907793798,0.030770969923008044,49,19,261.89473684210526,545,4,18,86,3,127
PER,Peru,LAC,Developing,0.14287433480892117,0.12655458409057338,0.07460726293919046,0.13421156934822973,0.1588318317076538,85,22,223.5909090909091,545,5,34,75,34,2
SGP,Singapore,EAP,Developed,0.14220055175993224,0.12685778547432197,0.1001479127708947,0.14594900690566862,0.03486879291671447,94,28,207.32142857142858,545,6,33,35,4,120
KOR,South Korea,EAP,Developed,0.13694325910979338,0.12908677095657595,0.16542108982462633,0.14085260758427745,0.041216410055629156,87,22,243.36363636363637,400,7,32,2,6,110
DNK,Denmark,ECA,Developed,0.13453219305201808,0.14141574381868247,0.07058718609746811,0.13783661421099397,0.11266615093523034,114,57,180.96491228070175,438,8,4,81,7,14
PRT,Portugal,ECA,Developed,0.13453219305201805,0.14141574381868247,0.07228677119243894,0.1378366142109939,0.11266615093523034,114,55,181.65454545454546,438,9,4,80,8,14
SWE,Sweden,ECA,Developed,0.134022739962207,0.14073078169138037,0.07347613836386142,0.13730083099365825,0.11266615093523034,114,55,180.5818181818182,438,10,16,77,10,14
AUT,Austria,ECA,Developed,0.134022739962207,0.1407307816913804,0.08266171326923423,0.1373008309936583,0.11266615093523034,114,55,180.5818181818182,438,10,15,68,9,14
IRL,Ireland,ECA,Developed,0.13379138719425,0.1407466436817814,0.06985325156907027,0.13705437600781953,0.11266615093523034,114,56,180.60714285714286,438,12,7,84,19,14
GRC,Greece,ECA,Developed,0.13379138719424996,0.1407466436817814,0.086508034433659,0.13705437600781972,0.11266615093523034,114,55,180.96363636363637,438,13,7,60,11,14
LUX,Luxembourg,ECA,Developed,0.13379138719424996,0.14074664368178139,0.0742417691995875,0.13705437600781964,0.11266615093523034,114,57,180.19298245614036,438,13,11,76,12,14
ITA,Italy,ECA,Developed,0.13379138719424996,0.1407466436817814,0.07596725681914414,0.13705437600781958,0.11266615093523034,114,57,180.19298245614036,438,13,7,73,15,14
FRA,France,ECA,Developed,0.13379138719424993,0.14074664368178139,0.07260978781015412,0.13705437600781964,0.11266615093523034,114,57,180.19298245614036,438,16,11,79,12,14
BEL,Belgium,ECA,Developed,0.13379138719424993,0.14074664368178144,0.07007333754993851,0.13705437600781958,0.11266615093523034,114,57,180.19298245614036,438,16,6,82,15,14
ESP,Spain,ECA,Developed,0.13379138719424993,0.14074664368178136,0.06622437651362302,0.1370543760078196,0.11266615093523034,114,54,181.2962962962963,438,16,14,88,14,14
DEU,Germany,ECA,Developed,0.13379138719424993,0.1407466436817814,0.07464519163114534,0.13705437600781958,0.11266615093523034,114,57,180.19298245614036,438,16,7,74,15,14
NLD,Netherlands,ECA,Developed,0.1337913871942499,0.14074664368178139,0.07007333754993851,0.13705437600781958,0.11266615093523034,114,57,180.19298245614036,438,20,11,82,15,14
FIN,Finland,ECA,Developed,0.13318097566061296,0.14006135608278922,0.08509209027543019,0.13641136130508638,0.11266615093523034,114,53,181.56603773584905,438,21,17,63,20,14
ROU,Romania,ECA,Developed,0.13236301988636157,0.13889644289440334,0.0877598688646435,0.13539773498138177,0.11346065123750729,138,54,175.64814814814815,438,22,29,57,31,11
CZE,Czech Republic,ECA,Developed,0.13227359643308473,0.13904288913537236,0.08060325143600104,0.135455500613247,0.11266615093523034,114,52,181.98076923076923,438,23,21,70,29,14
EST,Estonia,ECA,Developed,0.13227359643308473,0.13904288913537233,0.08938630339537026,0.13545550061324704,0.11266615093523034,114,52,181.98076923076923,438,23,24,52,24,14
MLT,MLT,MENA,Developed,0.1322735964330847,0.13904288913537233,0.045393382849685845,0.13545550061324713,0.11266615093523034,114,52,181.98076923076923,438,25,24,105,21,14
SVK,Slovakia,ECA,Developed,0.1322735964330847,0.1390428891353723,0.09163715124166172,0.13545550061324704,0.11266615093523034,114,52,181.98076923076923,438,25,28,47,24,14
POL,Poland,ECA,Developed,0.1322735964330847,0.13904288913537233,0.0874070768600045,0.13545550061324704,0.11266615093523034,114,52,181.98076923076923,438,25,24,58,24,14
LTU,Lithuania,ECA,Developed,0.1322735964330847,0.13904288913537238,0.08883503045957139,0.13545550061324704,0.11266615093523034,114,52,181.98076923076923,438,25,19,54,24,14
LVA,Latvia,ECA,Developed,0.1322735964330847,0.13904288913537238,0.08775995454784154,0.13545550061324707,0.11266615093523034,114,52,181.98076923076923,438,25,19,56,23,14
SVN,Slovenia,ECA,Developed,0.1322735964330847,0.13904288913537233,0.0803287774623047,0.13545550061324704,0.11266615093523034,114,52,181.98076923076923,438,25,24,71,24,14
HUN,Hungary,ECA,Developed,0.13227359643308467,0.13904288913537236,0.09155414111503897,0.135455500613247,0.11266615093523034,114,52,181.98076923076923,438,31,21,48,29,14
CYP,CYP,ECA,Developed,0.13227359643308467,0.13904288913537236,0.08957322570838068,0.1354555006132471,0.11266615093523034,114,52,181.98076923076923,438,31,21,51,22,14
BGR,Bulgaria,ECA,Developed,0.132178782250378,0.13883773023357,0.08654764023948675,0.13531178144402883,0.11291208226820566,115,52,182.19230769230768,438,33,30,59,32,12
HRV,Croatia,ECA,Developed,0.13196187237429427,0.1385943173421765,0.08312957524740448,0.135083328863864,0.11291208226820566,115,51,182.80392156862746,438,34,31,66,33,12
CRI,CRI,LAC,Developed,0.12110414644039807,0.1039999751031144,0.032479656964901474,0.12569529089727377,0.03465944486246947,46,16,218.25,400,35,38,116,35,121
CHL,Chile,LAC,Developed,0.12080163464076107,0.1061644323834132,0.04248761235702618,0.12392207048450975,0.041182922562016756,89,32,171.46875,545,36,37,109,36,111
PAN,PAN,LAC,Developed,0.11753149824598706,0.10366623481817466,0.03527953650165948,0.1224256696456022,0.025503267936521714,45,19,213.89473684210526,400,37,40,115,37,131
COL,Colombia,LAC,Developing,0.11573638855326056,0.10660306563898048,0.06936512082641218,0.11196098736485584,0.1391744273688842,81,15,206.33333333333334,369,38,36,85,39,4
HND,HND,LAC,Developing,0.11331593175544749,0.09707538356930634,0.026452091410513013,0.10403442362491332,0.14054856437233745,40,13,217.76923076923077,400,39,43,117,40,3
UKR,Ukraine,ECA,Developing,0.10907623608554616,0.11593978527452889,0.1259508317933238,0.11219117953167261,0.13396002691318218,47,21,85.61904761904762,397,40,35,11,38,7
SLV,SLV,LAC,Developing,0.1085421224311955,0.09707538356930634,0.017762659437915457,0.1005629358285906,0.13689804773115305,40,13,188.30769230769232,400,41,43,123,42,5
NIC,NIC,LAC,Developing,0.10737475037520215,0.09771677282523196,0.04051240571396184,0.10075566577940576,0.135042021458394,75,11,188.63636363636363,400,42,42,111,41,6
GTM,GTM,LAC,Developing,0.10126174677086469,0.09350246882804364,0.01482304054420482,0.09453200595540034,0.13139891341264306,38,11,189.54545454545453,352,43,46,126,44,8
ECU,Ecuador,LAC,Developing,0.09803274794705324,0.10391850720259779,0.06098103506210152,0.09989388894741574,0.12195070426515205,76,10,117.5,355,44,39,94,43,9
MDA,MDA,ECA,Developing,0.09400275319109416,0.0998906504561842,0.09756082822128237,0.09363005073162972,0.12153934352583635,46,10,87.4,358,45,41,38,45,10
GEO,Georgia,ECA,Developing,0.09012574690442794,0.09645417223801794,0.09291164395414642,0.09204776961028552,0.11261564454346873,46,14,100.64285714285714,332,46,45,44,46,38
MEX,Mexico,LAC,Developing,0.08350751397292795,0.05316882508843923,0.061132544658668055,0.0650424744466758,0.09118995432296816,87,24,153.125,548,47,66,93,66,61
DOM,DOM,LAC,Developing,0.0828695890598514,0.07882172779771598,0.0171079179709737,0.07786661437105526,0.10763449378554656,35,5,161.6,318,48,62,124,65,39
ISL,ISL,ECA,Developed,0.08223470716992919,0.07708547171830245,0.11553063193258807,0.08484803322099008,0.03996371922960206,72,35,181.71428571428572,310,49,64,19,47,113
NOR,Norway,ECA,Developed,0.08197986797955308,0.07764188303530373,0.11232942415956129,0.08468942994272714,0.0395513049351681,71,34,182.94117647058823,310,50,63,22,48,115
LIE,LIE,ECA,Developed,0.08134267309136453,0.0,0.0,0.08401309866494366,0.0395513049351681,70,34,183.6764705882353,310,51,205,190,51,115
TTO,TTO,LAC,Developed,0.08067014478412163,0.09103709946947751,0.0007968790712328089,0.08464344814059686,0.012563527188929323,82,4,106.5,283,52,48,171,50,140
GUY,GUY,LAC,Developed,0.0806701447841216,0.09103709946947754,0.0007968790712328089,0.08464344814059688,0.012563527188929323,82,4,106.5,283,53,47,171,49,140
ARM,Armenia,ECA,Developing,0.07947767395720991,0.08612003369109503,0.060740908371196896,0.07825545257713885,0.10310013104548846,42,15,107.13333333333334,299,54,61,95,64,43
HTI,HTI,LAC,Developing,0.07943600585145424,0.08998274985061262,0.0,0.07850078964264541,0.09804063610607862,42,3,138.33333333333334,283,55,49,190,56,52
BRB,BRB,LAC,Developed,0.07943600585145423,0.08998274985061261,0.0,0.08356893881235687,0.010268511547555618,42,3,138.33333333333334,283,56,50,190,52,148
