iso1,iso2,weight
PRT,PYF,74.0
PRT,ROU,151.0
PRT,SGP,354.0
PRT,SLB,101.0
PRT,SLV,352.0
PRT,SMR,30.0
PRT,SPM,74.0
PRT,SRB,197.0
PRT,SUR,283.0
PRT,SVK,152.0
PRT,SVN,152.0
PRT,SWE,160.0
PRT,SWZ,136.0
PRT,SYC,84.0
PRT,SYR,32.0
PRT,TCA,74.0
PRT,TTO,283.0
PRT,TUN,136.0
PRT,TUR,119.0
PRT,UKR,397.0
PRT,VCT,283.0
PRT,VNM,438.0
PRT,WLF,74.0
PRT,WSM,101.0
PRT,ZAF,136.0
PRT,ZWE,84.0
ROU,AIA,74.0
ROU,ALB,170.0
ROU,AND,39.0
ROU,ARG,11.0
ROU,ARM,299.0
ROU,ATG,283.0
ROU,BEN,11.0
ROU,BGD,11.0
ROU,BHS,283.0
ROU,BIH,196.0
ROU,BLZ,283.0
ROU,BMU,74.0
ROU,BOL,11.0
ROU,BRA,11.0
ROU,BRB,283.0
ROU,BWA,136.0
ROU,CAN,432.0
ROU,CHE,69.0
ROU,CHL,262.0
ROU,CIV,86.0
ROU,CMR,118.0
ROU,COL,355.0
ROU,COM,84.0
ROU,CRI,352.0
ROU,CUB,11.0
ROU,CYM,74.0
ROU,DMA,283.0
ROU,DOM,283.0
ROU,DZA,153.0
ROU,ECU,355.0
ROU,EGY,141.0
ROU,FJI,101.0
ROU,FRO,69.0
ROU,GBR,409.0
ROU,GEO,332.0
ROU,GHA,77.0
ROU,GIN,11.0
ROU,GRD,283.0
ROU,GRL,74.0
ROU,GTM,352.0
ROU,GUY,283.0
ROU,HND,352.0
ROU,HTI,283.0
ROU,IDN,11.0
ROU,IND,11.0
ROU,IRN,11.0
ROU,IRQ,11.0
ROU,ISL,182.0
ROU,ISR,135.0
ROU,JAM,283.0
ROU,JOR,169.0
ROU,JPN,422.0
ROU,KNA,283.0
ROU,KOR,344.0
ROU,LBN,106.0
ROU,LBY,11.0
ROU,LCA,283.0
ROU,LIE,182.0
ROU,LKA,11.0
ROU,LSO,136.0
ROU,MAR,131.0
ROU,MDA,358.0
ROU,MDG,84.0
ROU,MEX,104.0
ROU,MKD,163.0
ROU,MMR,11.0
ROU,MNE,182.0
ROU,MOZ,136.0
ROU,MSR,74.0
ROU,MUS,84.0
ROU,MYS,11.0
ROU,NAM,136.0
ROU,NCL,74.0
ROU,NGA,11.0
ROU,NIC,352.0
ROU,NOR,182.0
ROU,PAK,11.0
ROU,PAN,352.0
ROU,PCN,74.0
ROU,PER,355.0
ROU,PHL,11.0
ROU,PNG,101.0
ROU,PRK,11.0
ROU,PSE,117.0
ROU,PYF,74.0
ROU,SDN,11.0
ROU,SGP,354.0
ROU,SLB,101.0
ROU,SLV,352.0
ROU,SMR,30.0
ROU,SPM,74.0
ROU,SRB,197.0
ROU,SUR,283.0
ROU,SVK,151.0
ROU,SVN,151.0
ROU,SWE,151.0
ROU,SWZ,136.0
ROU,SYC,84.0
ROU,SYR,32.0
ROU,TCA,74.0
ROU,THA,11.0
ROU,TTO,283.0
ROU,TUN,136.0
ROU,TUR,119.0
ROU,TZA,11.0
ROU,UKR,397.0
ROU,VCT,283.0
ROU,VEN,11.0
ROU,VNM,438.0
ROU,WLF,74.0
ROU,WSM,101.0
ROU,XKX,163.0
ROU,ZAF,136.0
ROU,ZWE,84.0
SVK,AIA,74.0
SVK,ALB,170.0
SVK,AND,39.0
SVK,ARM,299.0
SVK,ATG,283.0
SVK,BHS,283.0
SVK,BIH,196.0
SVK,BLZ,283.0
SVK,BMU,74.0
SVK,BRB,283.0
SVK,BWA,136.0
SVK,CAN,432.0
SVK,CHE,69.0
SVK,CHL,262.0
SVK,CIV,86.0
SVK,CMR,118.0
SVK,COL,355.0
SVK,COM,84.0
SVK,CRI,352.0
SVK,CYM,74.0
SVK,DMA,283.0
SVK,DOM,283.0
SVK,DZA,153.0
SVK,ECU,355.0
SVK,EGY,141.0
SVK,FJI,101.0
SVK,FRO,69.0
SVK,GBR,409.0
SVK,GEO,332.0
SVK,GHA,77.0
SVK,GRD,283.0
SVK,GRL,74.0
SVK,GTM,352.0
SVK,GUY,283.0
SVK,HND,352.0
SVK,HTI,283.0
SVK,ISL,182.0
SVK,ISR,135.0
SVK,JAM,283.0
SVK,JOR,169.0
SVK,JPN,422.0
SVK,KNA,283.0
SVK,KOR,344.0
SVK,LBN,106.0
SVK,LCA,283.0
SVK,LIE,182.0
SVK,LSO,136.0
SVK,MAR,131.0
SVK,MDA,358.0
SVK,MDG,84.0
SVK,MEX,104.0
SVK,MKD,157.0
SVK,MNE,182.0
SVK,MOZ,136.0
SVK,MSR,74.0
SVK,MUS,84.0
SVK,NAM,136.0
SVK,NCL,74.0
SVK,NIC,352.0
SVK,NOR,182.0
SVK,PAN,352.0
SVK,PCN,74.0
SVK,PER,355.0
SVK,PNG,101.0
SVK,PSE,117.0
SVK,PYF,74.0
SVK,SGP,354.0
SVK,SLB,101.0
SVK,SLV,352.0
SVK,SMR,30.0
SVK,SPM,74.0
SVK,SRB,197.0
SVK,SUR,283.0
SVK,SVN,152.0
SVK,SWE,152.0
SVK,SWZ,136.0
SVK,SYC,84.0
SVK,SYR,32.0
SVK,TCA,74.0
SVK,TTO,283.0
SVK,TUN,136.0
SVK,TUR,119.0
SVK,UKR,397.0
SVK,VCT,283.0
SVK,VNM,438.0
SVK,WLF,74.0
SVK,WSM,101.0
SVK,ZAF,136.0
SVK,ZWE,84.0
SVN,AIA,74.0
SVN,ALB,170.0
SVN,AND,39.0
SVN,ARM,299.0
SVN,ATG,283.0
SVN,BHS,283.0
SVN,BIH,196.0
SVN,BLZ,283.0
SVN,BMU,74.0
SVN,BRB,283.0
SVN,BWA,136.0
SVN,CAN,432.0
SVN,CHE,69.0
SVN,CHL,262.0
SVN,CIV,86.0
SVN,CMR,118.0
SVN,COL,355.0
SVN,COM,84.0
SVN,CRI,352.0
SVN,CYM,74.0
SVN,DMA,283.0
SVN,DOM,283.0
SVN,DZA,153.0
SVN,ECU,355.0
SVN,EGY,141.0
SVN,FJI,101.0
SVN,FRO,69.0
SVN,GBR,409.0
SVN,GEO,332.0
SVN,GHA,77.0
SVN,GRD,283.0
SVN,GRL,74.0
SVN,GTM,352.0
SVN,GUY,283.0
SVN,HND,352.0
SVN,HTI,283.0
SVN,ISL,182.0
SVN,ISR,135.0
SVN,JAM,283.0
SVN,JOR,169.0
SVN,JPN,422.0
SVN,KNA,283.0
SVN,KOR,344.0
SVN,LBN,106.0
SVN,LCA,283.0
SVN,LIE,182.0
SVN,LSO,136.0
SVN,MAR,131.0
SVN,MDA,358.0
SVN,MDG,84.0
SVN,MEX,104.0
SVN,MKD,157.0
SVN,MNE,182.0
SVN,MOZ,136.0
SVN,MSR,74.0
SVN,MUS,84.0
SVN,NAM,136.0
SVN,NCL,74.0
SVN,NIC,352.0
SVN,NOR,182.0
SVN,PAN,352.0
SVN,PCN,74.0
SVN,PER,355.0
SVN,PNG,101.0
SVN,PSE,117.0
SVN,PYF,74.0
SVN,SGP,354.0
SVN,SLB,101.0
SVN,SLV,352.0
SVN,SMR,30.0
SVN,SPM,74.0
SVN,SRB,197.0
SVN,SUR,283.0
SVN,SWE,152.0
SVN,SWZ,136.0
SVN,SYC,84.0
SVN,SYR,32.0
SVN,TCA,74.0
SVN,TTO,283.0
SVN,TUN,136.0
SVN,TUR,119.0
SVN,UKR,397.0
SVN,VCT,283.0
SVN,VNM,438.0
SVN,WLF,74.0
SVN,WSM,101.0
SVN,ZAF,136.0
SVN,ZWE,84.0
SWE,AIA,74.0
SWE,ALB,170.0
SWE,AND,39.0
SWE,ARM,299.0
SWE,ATG,283.0
SWE,BHS,283.0
SWE,BIH,196.0
SWE,BLZ,283.0
SWE,BMU,74.0
SWE,BRB,283.0
SWE,BWA,136.0
SWE,CAN,432.0
SWE,CHE,201.0
SWE,CHL,262.0
SWE,CIV,86.0
SWE,CMR,118.0
SWE,COL,355.0
SWE,COM,84.0
SWE,CRI,352.0
SWE,CYM,74.0
SWE,DMA,283.0
SWE,DOM,283.0
SWE,DZA,153.0
SWE,ECU,355.0
SWE,EGY,141.0
SWE,FJI,101.0
SWE,FRO,69.0
SWE,GBR,409.0
SWE,GEO,332.0
SWE,GHA,77.0
SWE,GRD,283.0
SWE,GRL,74.0
SWE,GTM,352.0
SWE,GUY,283.0
SWE,HND,352.0
SWE,HTI,283.0
SWE,ISL,201.0
SWE,ISR,135.0
SWE,JAM,283.0
SWE,JOR,169.0
SWE,JPN,422.0
SWE,KNA,283.0
SWE,KOR,344.0
SWE,LBN,106.0
SWE,LCA,283.0
SWE,LIE,201.0
SWE,LSO,136.0
SWE,MAR,131.0
SWE,MDA,358.0
SWE,MDG,84.0
SWE,MEX,104.0
SWE,MKD,157.0
SWE,MNE,182.0
SWE,MOZ,136.0
SWE,MSR,74.0
SWE,MUS,84.0
SWE,NAM,136.0
SWE,NCL,74.0
SWE,NIC,352.0
SWE,NOR,201.0
SWE,PAN,352.0
SWE,PCN,74.0
SWE,PER,355.0
SWE,PNG,101.0
SWE,PSE,117.0
SWE,PYF,74.0
SWE,SGP,354.0
SWE,SLB,101.0
SWE,SLV,352.0
SWE,SMR,30.0
SWE,SPM,74.0
SWE,SRB,197.0
SWE,SUR,283.0
SWE,SWZ,136.0
SWE,SYC,84.0
SWE,SYR,32.0
SWE,TCA,74.0
SWE,TTO,283.0
SWE,TUN,136.0
SWE,TUR,119.0
SWE,UKR,397.0
SWE,VCT,283.0
SWE,VNM,438.0
SWE,WLF,74.0
SWE,WSM,101.0
SWE,ZAF,136.0
SWE,ZWE,84.0
AFG,BGD,46.0
AFG,BTN,46.0
AFG,IND,46.0
AFG,LKA,46.0
AFG,MDV,46.0
AFG,NPL,46.0
AFG,PAK,46.0
BGD,ARG,11.0
BGD,BEN,11.0
BGD,BOL,11.0
BGD,BRA,11.0
BGD,BTN,46.0
BGD,CHL,11.0
BGD,CHN,52.0
BGD,CMR,11.0
BGD,COL,11.0
BGD,CUB,11.0
BGD,DZA,11.0
BGD,ECU,11.0
BGD,EGY,11.0
BGD,GHA,11.0
BGD,GIN,11.0
BGD,GUY,11.0
BGD,IDN,11.0
BGD,IND,52.0
BGD,IRN,11.0
BGD,IRQ,11.0
BGD,KOR,52.0
BGD,LAO,52.0
BGD,LBY,11.0
BGD,LKA,52.0
BGD,MAR,11.0
BGD,MDV,46.0
BGD,MEX,11.0
BGD,MMR,11.0
BGD,MOZ,11.0
BGD,MYS,11.0
BGD,NGA,11.0
BGD,NIC,11.0
BGD,NPL,46.0
BGD,PAK,46.0
BGD,PER,11.0
BGD,PHL,11.0
BGD,PRK,11.0
BGD,SDN,11.0
BGD,SGP,11.0
BGD,THA,11.0
BGD,TTO,11.0
BGD,TUN,11.0
BGD,TZA,11.0
BGD,VEN,11.0
BGD,VNM,11.0
BGD,ZWE,11.0
BTN,IND,46.0
BTN,LKA,46.0
BTN,MDV,46.0
BTN,NPL,46.0
BTN,PAK,46.0
IND,ARE,252.0
IND,ARG,56.0
IND,AUS,166.0
IND,BEN,11.0
IND,BOL,11.0
IND,BRA,56.0
IND,BRN,145.0
IND,CHL,77.0
IND,CHN,52.0
IND,CMR,11.0
IND,COL,11.0
IND,CUB,11.0
IND,DZA,11.0
IND,ECU,11.0
IND,EGY,11.0
IND,GHA,11.0
IND,GIN,11.0
IND,GUY,11.0
IND,IDN,145.0
IND,IRN,11.0
IND,IRQ,11.0
IND,JPN,213.0
IND,KHM,145.0
IND,KOR,219.0
IND,LAO,145.0
IND,LBY,11.0
IND,LKA,52.0
IND,MAR,11.0
IND,MDV,46.0
IND,MEX,11.0
IND,MMR,145.0
IND,MOZ,11.0
IND,MUS,92.0
IND,MYS,179.0
IND,NGA,11.0
IND,NIC,11.0
IND,NPL,46.0
IND,PAK,46.0
IND,PER,11.0
IND,PHL,145.0
IND,PRK,11.0
IND,PRY,56.0
IND,SDN,11.0
IND,SGP,174.0
IND,THA,145.0
IND,TTO,11.0
IND,TUN,11.0
IND,TZA,11.0
IND,URY,56.0
IND,VEN,11.0
IND,VNM,145.0
IND,ZWE,11.0
LKA,ARG,11.0
LKA,BEN,11.0
LKA,BOL,11.0
LKA,BRA,11.0
LKA,CHL,11.0
LKA,CHN,52.0
LKA,CMR,11.0
LKA,COL,11.0
LKA,CUB,11.0
LKA,DZA,11.0
LKA,ECU,11.0
LKA,EGY,11.0
LKA,GHA,11.0
LKA,GIN,11.0
LKA,GUY,11.0
LKA,IDN,11.0
LKA,IRN,11.0
LKA,IRQ,11.0
LKA,KOR,52.0
LKA,LAO,52.0
LKA,LBY,11.0
LKA,MAR,11.0
LKA,MDV,46.0
LKA,MEX,11.0
LKA,MMR,11.0
LKA,MOZ,11.0
LKA,MYS,11.0
LKA,NGA,11.0
LKA,NIC,11.0
LKA,NPL,46.0
LKA,PAK,53.0
LKA,PER,11.0
LKA,PHL,11.0
LKA,PRK,11.0
LKA,SDN,11.0
LKA,SGP,11.0
LKA,THA,11.0
LKA,TTO,11.0
LKA,TUN,11.0
LKA,TZA,11.0
LKA,VEN,11.0
LKA,VNM,11.0
LKA,ZWE,11.0
MDV,NPL,46.0
MDV,PAK,46.0
NPL,PAK,46.0
PAK,ARG,11.0
PAK,BEN,11.0
PAK,BOL,11.0
PAK,BRA,11.0
PAK,CHL,11.0
PAK,CHN,126.0
PAK,CMR,11.0
PAK,COL,11.0
PAK,CUB,11.0
PAK,DZA,11.0
PAK,ECU,11.0
PAK,EGY,11.0
PAK,GHA,11.0
PAK,GIN,11.0
PAK,GUY,11.0
PAK,IDN,11.0
PAK,IRN,52.0
PAK,IRQ,11.0
PAK,KOR,11.0
PAK,LBY,11.0
PAK,MAR,11.0
PAK,MEX,11.0
PAK,MMR,11.0
PAK,MOZ,11.0
PAK,MUS,51.0
PAK,MYS,181.0
PAK,NGA,11.0
PAK,NIC,11.0
PAK,PER,11.0
PAK,PHL,11.0
PAK,PRK,11.0
PAK,SDN,11.0
PAK,SGP,11.0
PAK,THA,11.0
PAK,TTO,11.0
PAK,TUN,11.0
PAK,TUR,52.0
PAK,TZA,11.0
PAK,VEN,11.0
PAK,VNM,11.0
PAK,ZWE,11.0
AGO,BDI,164.0
AGO,BFA,164.0
AGO,BWA,164.0
AGO,CAF,164.0
AGO,CIV,164.0
AGO,CMR,164.0
AGO,COD,164.0
AGO,COG,164.0
AGO,COM,164.0
AGO,CPV,164.0
AGO,DJI,164.0
AGO,DZA,164.0
AGO,EGY,164.0
AGO,ERI,160.0
AGO,ETH,164.0
AGO,GAB,164.0
AGO,GHA,164.0
AGO,GIN,164.0
AGO,GNB,164.0
AGO,GNQ,164.0
AGO,KEN,164.0
AGO,LBR,164.0
AGO,LBY,164.0
AGO,LSO,164.0
AGO,MAR,164.0
AGO,MDG,164.0
AGO,MLI,164.0
AGO,MOZ,164.0
AGO,MRT,164.0
AGO,MUS,164.0
AGO,MWI,164.0
AGO,NAM,164.0
AGO,NER,164.0
AGO,NGA,164.0
AGO,RWA,164.0
AGO,SDN,164.0
AGO,SEN,164.0
AGO,SLE,164.0
AGO,SOM,164.0
AGO,SSD,164.0
AGO,STP,164.0
AGO,SWZ,164.0
AGO,SYC,164.0
AGO,TCD,164.0
AGO,TGO,164.0
AGO,TUN,164.0
AGO,TZA,164.0
AGO,UGA,164.0
AGO,ZAF,164.0
AGO,ZMB,164.0
AGO,ZWE,164.0
BDI,BFA,164.0
BDI,BWA,164.0
BDI,CAF,164.0
BDI,CIV,164.0
BDI,CMR,164.0
BDI,COD,164.0
BDI,COG,164.0
BDI,COM,164.0
BDI,CPV,164.0
BDI,DJI,164.0
BDI,DZA,164.0
BDI,EGY,164.0
BDI,ERI,160.0
BDI,ETH,164.0
BDI,GAB,164.0
BDI,GHA,164.0
BDI,GIN,164.0
BDI,GNB,164.0
BDI,GNQ,164.0
BDI,KEN,164.0
BDI,LBR,164.0
BDI,LBY,164.0
BDI,LSO,164.0
BDI,MAR,164.0
BDI,MDG,164.0
BDI,MLI,164.0
BDI,MOZ,164.0
BDI,MRT,164.0
BDI,MUS,164.0
BDI,MWI,164.0
BDI,NAM,164.0
BDI,NER,164.0
BDI,NGA,164.0
BDI,RWA,164.0
BDI,SDN,164.0
BDI,SEN,164.0
BDI,SLE,164.0
BDI,SOM,164.0
BDI,SSD,164.0
BDI,STP,164.0
BDI,SWZ,164.0
BDI,SYC,164.0
BDI,TCD,164.0
BDI,TGO,164.0
BDI,TUN,164.0
BDI,TZA,164.0
BDI,UGA,164.0
BDI,ZAF,164.0
BDI,ZMB,164.0
BDI,ZWE,164.0
BFA,BEN,103.0
BFA,BWA,164.0
BFA,CAF,164.0
BFA,CIV,164.0
BFA,CMR,164.0
BFA,COD,164.0
BFA,COG,164.0
BFA,COM,164.0
BFA,CPV,164.0
BFA,DJI,164.0
BFA,DZA,164.0
BFA,EGY,164.0
BFA,ETH,164.0
BFA,GAB,164.0
BFA,GHA,164.0
BFA,GIN,164.0
BFA,GMB,103.0
BFA,GNB,164.0
BFA,GNQ,164.0
BFA,KEN,164.0
BFA,LBR,164.0
BFA,LBY,164.0
BFA,LSO,164.0
BFA,MAR,164.0
BFA,MDG,164.0
BFA,MLI,164.0
BFA,MOZ,164.0
BFA,MRT,164.0
BFA,MUS,164.0
BFA,MWI,164.0
BFA,NAM,164.0
BFA,NER,164.0
BFA,NGA,164.0
BFA,RWA,164.0
BFA,SDN,164.0
BFA,SEN,164.0
BFA,SLE,164.0
BFA,SOM,164.0
BFA,SSD,164.0
BFA,STP,164.0
BFA,SWZ,164.0
BFA,SYC,164.0
BFA,TCD,164.0
BFA,TGO,164.0
BFA,TUN,164.0
BFA,TZA,164.0
BFA,UGA,164.0
BFA,ZAF,164.0
BFA,ZMB,164.0
BFA,ZWE,164.0
BWA,ARG,37.0
BWA,BRA,37.0
BWA,CAF,164.0
BWA,CHE,112.0
BWA,CIV,164.0
BWA,CMR,164.0
BWA,COD,164.0
BWA,COG,164.0
BWA,COM,164.0
BWA,CPV,164.0
BWA,DJI,164.0
BWA,DZA,164.0
BWA,EGY,164.0
BWA,ETH,164.0
BWA,GAB,164.0
BWA,GBR,136.0
BWA,GHA,164.0
BWA,GIN,164.0
BWA,GNB,164.0
BWA,GNQ,164.0
BWA,ISL,112.0
BWA,KEN,164.0
BWA,LBR,164.0
BWA,LBY,164.0
BWA,LIE,112.0
BWA,LSO,164.0
BWA,MAR,164.0
BWA,MDG,164.0
BWA,MLI,164.0
BWA,MOZ,164.0
BWA,MRT,164.0
BWA,MUS,164.0
BWA,MWI,164.0
BWA,NAM,164.0
BWA,NER,164.0
BWA,NGA,164.0
BWA,NOR,112.0
BWA,PRY,37.0
BWA,RWA,164.0
BWA,SDN,164.0
BWA,SEN,164.0
BWA,SLE,164.0
BWA,SOM,164.0
BWA,SSD,164.0
BWA,STP,164.0
BWA,SWZ,164.0
BWA,SYC,164.0
BWA,TCD,164.0
BWA,TGO,164.0
BWA,TUN,164.0
BWA,TZA,164.0
BWA,UGA,164.0
BWA,URY,37.0
BWA,ZAF,164.0
BWA,ZMB,164.0
BWA,ZWE,164.0
CAF,CIV,164.0
CAF,CMR,164.0
CAF,COD,164.0
CAF,COG,164.0
CAF,COM,164.0
CAF,CPV,164.0
CAF,DJI,164.0
CAF,DZA,164.0
CAF,EGY,164.0
CAF,ETH,164.0
CAF,GAB,164.0
CAF,GHA,164.0
CAF,GIN,164.0
CAF,GNB,164.0
CAF,GNQ,164.0
CAF,KEN,164.0
CAF,LBR,164.0
CAF,LBY,164.0
CAF,LSO,164.0
CAF,MAR,164.0
CAF,MDG,164.0
CAF,MLI,164.0
CAF,MOZ,164.0
CAF,MRT,164.0
CAF,MUS,164.0
CAF,MWI,164.0
CAF,NAM,164.0
CAF,NER,164.0
CAF,NGA,164.0
CAF,RWA,164.0
CAF,SDN,164.0
CAF,SEN,164.0
CAF,SLE,164.0
CAF,SOM,164.0
CAF,SSD,164.0
CAF,STP,164.0
CAF,SWZ,164.0
CAF,SYC,164.0
CAF,TCD,164.0
CAF,TGO,164.0
CAF,TUN,164.0
CAF,TZA,164.0
CAF,UGA,164.0
CAF,ZAF,164.0
CAF,ZMB,164.0
CAF,ZWE,164.0
CIV,BEN,103.0
CIV,CMR,164.0
CIV,COD,164.0
CIV,COG,164.0
CIV,COM,164.0
CIV,CPV,164.0
CIV,DJI,164.0
CIV,DZA,164.0
CIV,EGY,164.0
CIV,ETH,164.0
CIV,GAB,164.0
CIV,GBR,86.0
CIV,GHA,164.0
CIV,GIN,164.0
CIV,GMB,103.0
CIV,GNB,164.0
CIV,GNQ,164.0
CIV,KEN,164.0
CIV,LBR,164.0
CIV,LBY,164.0
CIV,LSO,164.0
CIV,MAR,164.0
CIV,MDG,164.0
CIV,MLI,164.0
CIV,MOZ,164.0
CIV,MRT,164.0
CIV,MUS,164.0
CIV,MWI,164.0
CIV,NAM,164.0
CIV,NER,164.0
CIV,NGA,164.0
CIV,RWA,164.0
CIV,SDN,164.0
CIV,SEN,164.0
CIV,SLE,164.0
CIV,SOM,164.0
CIV,SSD,164.0
CIV,STP,164.0
CIV,SWZ,164.0
CIV,SYC,164.0
CIV,TCD,164.0
CIV,TGO,164.0
CIV,TUN,164.0
CIV,TZA,164.0
CIV,UGA,164.0
CIV,ZAF,164.0
CIV,ZMB,164.0
CIV,ZWE,164.0
CMR,ARG,11.0
CMR,BEN,11.0
CMR,BOL,11.0
CMR,BRA,11.0
CMR,CHL,11.0
CMR,COD,164.0
CMR,COG,164.0
CMR,COL,11.0
CMR,COM,164.0
CMR,CPV,164.0
CMR,CUB,11.0
CMR,DJI,164.0
CMR,DZA,164.0
CMR,ECU,11.0
CMR,EGY,164.0
CMR,ETH,164.0
CMR,GAB,164.0
CMR,GBR,118.0
CMR,GHA,164.0
CMR,GIN,164.0
CMR,GNB,164.0
CMR,GNQ,164.0
CMR,GUY,11.0
CMR,IDN,11.0
CMR,IRN,11.0
CMR,IRQ,11.0
CMR,KEN,164.0
CMR,KOR,11.0
CMR,LBR,164.0
CMR,LBY,164.0
CMR,LSO,164.0
CMR,MAR,164.0
CMR,MDG,164.0
CMR,MEX,11.0
CMR,MLI,164.0
CMR,MMR,11.0
CMR,MOZ,164.0
CMR,MRT,164.0
CMR,MUS,164.0
CMR,MWI,164.0
CMR,MYS,11.0
CMR,NAM,164.0
CMR,NER,164.0
CMR,NGA,164.0
CMR,NIC,11.0
CMR,PER,11.0
CMR,PHL,11.0
CMR,PRK,11.0
CMR,RWA,164.0
CMR,SDN,164.0
CMR,SEN,164.0
CMR,SGP,11.0
CMR,SLE,164.0
CMR,SOM,164.0
CMR,SSD,164.0
CMR,STP,164.0
CMR,SWZ,164.0
CMR,SYC,164.0
CMR,TCD,164.0
CMR,TGO,164.0
CMR,THA,11.0
CMR,TTO,11.0
CMR,TUN,164.0
CMR,TZA,164.0
CMR,UGA,164.0
CMR,VEN,11.0
CMR,VNM,11.0
CMR,ZAF,164.0
CMR,ZMB,164.0
CMR,ZWE,164.0
COD,COG,164.0
COD,COM,164.0
COD,CPV,164.0
COD,DJI,164.0
COD,DZA,164.0
COD,EGY,164.0
COD,ERI,160.0
COD,ETH,164.0
COD,GAB,164.0
COD,GHA,164.0
COD,GIN,164.0
COD,GNB,164.0
COD,GNQ,164.0
COD,KEN,164.0
COD,LBR,164.0
COD,LBY,164.0
COD,LSO,164.0
COD,MAR,164.0
COD,MDG,164.0
COD,MLI,164.0
COD,MOZ,164.0
COD,MRT,164.0
COD,MUS,164.0
COD,MWI,164.0
COD,NAM,164.0
COD,NER,164.0
COD,NGA,164.0
COD,RWA,164.0
COD,SDN,164.0
COD,SEN,164.0
COD,SLE,164.0
COD,SOM,164.0
COD,SSD,164.0
COD,STP,164.0
COD,SWZ,164.0
COD,SYC,164.0
COD,TCD,164.0
COD,TGO,164.0
COD,TUN,164.0
COD,TZA,164.0
COD,UGA,164.0
COD,ZAF,164.0
COD,ZMB,164.0
COD,ZWE,164.0
COG,COM,164.0
COG,CPV,164.0
COG,DJI,164.0
COG,DZA,164.0
COG,EGY,164.0
COG,ETH,164.0
COG,GAB,164.0
COG,GHA,164.0
COG,GIN,164.0
COG,GNB,164.0
COG,GNQ,164.0
COG,KEN,164.0
COG,LBR,164.0
COG,LBY,164.0
COG,LSO,164.0
COG,MAR,164.0
COG,MDG,164.0
COG,MLI,164.0
COG,MOZ,164.0
COG,MRT,164.0
COG,MUS,164.0
COG,MWI,164.0
COG,NAM,164.0
COG,NER,164.0
COG,NGA,164.0
COG,RWA,164.0
COG,SDN,164.0
COG,SEN,164.0
COG,SLE,164.0
COG,SOM,164.0
COG,SSD,164.0
COG,STP,164.0
COG,SWZ,164.0
COG,SYC,164.0
COG,TCD,164.0
COG,TGO,164.0
COG,TUN,164.0
COG,TZA,164.0
COG,UGA,164.0
COG,ZAF,164.0
COG,ZMB,164.0
COG,ZWE,164.0
COM,CPV,164.0
COM,DJI,164.0
COM,DZA,164.0
COM,EGY,164.0
COM,ERI,160.0
COM,ETH,164.0
COM,GAB,164.0
COM,GBR,84.0
COM,GHA,164.0
COM,GIN,164.0
COM,GNB,164.0
COM,GNQ,164.0
COM,KEN,164.0
COM,LBR,164.0
COM,LBY,164.0
COM,LSO,164.0
COM,MAR,164.0
COM,MDG,164.0
COM,MLI,164.0
COM,MOZ,164.0
COM,MRT,164.0
COM,MUS,164.0
COM,MWI,164.0
COM,NAM,164.0
COM,NER,164.0
COM,NGA,164.0
COM,RWA,164.0
COM,SDN,164.0
COM,SEN,164.0
COM,SLE,164.0
COM,SOM,164.0
COM,SSD,164.0
COM,STP,164.0
COM,SWZ,164.0
COM,SYC,164.0
COM,TCD,164.0
COM,TGO,164.0
COM,TUN,164.0
COM,TZA,164.0
COM,UGA,164.0
COM,ZAF,164.0
COM,ZMB,164.0
COM,ZWE,164.0
CPV,BEN,103.0
CPV,DJI,164.0
CPV,DZA,164.0
CPV,EGY,164.0
CPV,ETH,164.0
CPV,GAB,164.0
CPV,GHA,164.0
CPV,GIN,164.0
CPV,GMB,103.0
CPV,GNB,164.0
CPV,GNQ,164.0
CPV,KEN,164.0
CPV,LBR,164.0
CPV,LBY,164.0
CPV,LSO,164.0
CPV,MAR,164.0
CPV,MDG,164.0
CPV,MLI,164.0
CPV,MOZ,164.0
CPV,MRT,164.0
CPV,MUS,164.0
CPV,MWI,164.0
CPV,NAM,164.0
CPV,NER,164.0
CPV,NGA,164.0
CPV,RWA,164.0
CPV,SDN,164.0
CPV,SEN,164.0
CPV,SLE,164.0
CPV,SOM,164.0
CPV,SSD,164.0
CPV,STP,164.0
CPV,SWZ,164.0
CPV,SYC,164.0
CPV,TCD,164.0
CPV,TGO,164.0
CPV,TUN,164.0
CPV,TZA,164.0
CPV,UGA,164.0
CPV,ZAF,164.0
CPV,ZMB,164.0
CPV,ZWE,164.0
DJI,DZA,164.0
DJI,EGY,164.0
DJI,ETH,164.0
DJI,GAB,164.0
DJI,GHA,164.0
DJI,GIN,164.0
DJI,GNB,164.0
DJI,GNQ,164.0
DJI,KEN,164.0
DJI,LBR,164.0
DJI,LBY,164.0
DJI,LSO,164.0
DJI,MAR,164.0
DJI,MDG,164.0
DJI,MLI,164.0
DJI,MOZ,164.0
DJI,MRT,164.0
DJI,MUS,164.0
DJI,MWI,164.0
DJI,NAM,164.0
DJI,NER,164.0
DJI,NGA,164.0
DJI,RWA,164.0
DJI,SDN,164.0
DJI,SEN,164.0
DJI,SLE,164.0
DJI,SOM,164.0
DJI,SSD,164.0
DJI,STP,164.0
DJI,SWZ,164.0
DJI,SYC,164.0
DJI,TCD,164.0
DJI,TGO,164.0
DJI,TUN,164.0
DJI,TZA,164.0
DJI,UGA,164.0
