id,title,authors,year,journal,theme,layer,file,licence,notes
hofmann_etal_2017,Horizontal Depth: A New Database on the Content of Preferential Trade Agreements,"Hofmann, Osnago, Ruta",2017,World Bank Policy Research Working Paper 7981,agreement_depth,academic,raw/agreement_depth/academic/hofmann_etal_2017.pdf,Open access (World Bank / SSRN),Introduces the horizontal depth measure used by Fan et al. (2025) — count of legally enforceable provisions across 52 policy areas
